score,new_user
122,0.03167895462
123,0.03203860217
124,0.03266798537
125,0.03335730984
126,0.03407660493
127,0.0348858119
128,0.03578493077
129,0.03650422586
130,0.03713360906
131,0.03785290415
132,0.03854222862
133,0.03881196428
134,0.03935143559
135,0.03983096565
136,0.04028052509
137,0.04084996703
138,0.04126955584
139,0.04183899778
140,0.0425882635
141,0.04360726488
142,0.04426661871
143,0.04513576695
144,0.0459150033
145,0.0465443865
146,0.04723371096
147,0.04795300605
148,0.04876221303
149,0.04957142001
150,0.05017083258
151,0.05115986333
152,0.05196907031
153,0.0526883654
154,0.05328777798
155,0.05394713181
156,0.05442666187
157,0.05520589822
158,0.05607504645
159,0.05679434155
160,0.05769346041
161,0.05865252053
162,0.05913205059
163,0.05976143379
164,0.06072049392
165,0.06188934844
166,0.06287837919
167,0.06386740994
168,0.06527602949
169,0.06623508961
170,0.06737397351
171,0.06827309237
172,0.06929209375
173,0.0700713301
174,0.07121021399
175,0.07198945034
176,0.07264880417
177,0.07324821675
178,0.07411736498
179,0.07501648385
180,0.07588563208
181,0.07708445723
182,0.07816339987
183,0.07906251873
184,0.07987172571
185,0.08107055086
186,0.08211952287
187,0.08325840676
188,0.08424743751
189,0.08538632141
190,0.08625546964
191,0.0873643829
192,0.08844332554
193,0.08916262063
194,0.09012168075
195,0.09117065276
196,0.09206977162
197,0.09332853803
198,0.09428759815
199,0.09551639393
200,0.09617574777
201,0.09695498412
202,0.09812383864
203,0.09959239945
204,0.1008511659
205,0.1021099323
206,0.1036384343
207,0.105196907
208,0.1063058203
209,0.1075346161
210,0.1087034706
211,0.1098123839
212,0.1111610622
213,0.1125397111
214,0.1135587125
215,0.1145777138
216,0.1156566565
217,0.1166456872
218,0.117634718
219,0.1187136606
220,0.1197926032
221,0.1209914284
222,0.1223401067
223,0.1234789906
224,0.1248876101
225,0.1261763472
226,0.127644908
227,0.1290235569
228,0.1308517653
229,0.1321704729
230,0.1335491219
231,0.1348378589
232,0.1361865372
233,0.1371455973
234,0.1381945693
235,0.1394833064
236,0.1404723371
237,0.1415213091
238,0.142660193
239,0.1437391356
240,0.1449679314
241,0.1465264041
242,0.147905053
243,0.1494035845
244,0.1504225859
245,0.1517412935
246,0.1530300306
247,0.1542588264
248,0.1554876221
249,0.1568363004
250,0.1580650962
251,0.1593238626
252,0.1607624528
253,0.162201043
254,0.1632799856
255,0.1647185758
256,0.1660672541
257,0.1673559911
258,0.1685248457
259,0.1696637295
260,0.1709824372
261,0.1722412036
262,0.1734699994
263,0.1746987952
264,0.1760474735
265,0.1777258287
266,0.1793742133
267,0.1809027153
268,0.1821015405
269,0.1836300426
270,0.1850686327
271,0.1863573698
272,0.1877360187
273,0.1889947851
274,0.190373434
275,0.1916921417
276,0.1931307319
277,0.1941797039
278,0.1953485584
279,0.1967272073
280,0.1979260325
281,0.1995444464
282,0.2009230954
283,0.2025415093
284,0.204099982
285,0.2054786309
286,0.2071869568
287,0.2086854882
288,0.2100641371
289,0.2112629623
290,0.2125217287
291,0.213870407
292,0.2153089972
293,0.2168974405
294,0.2184858838
295,0.2198045915
296,0.2213630642
297,0.2226817719
298,0.2240304502
299,0.2257088054
300,0.2272373074
301,0.2286758976
302,0.2303542528
303,0.2322124318
304,0.2339207577
305,0.2358688485
306,0.2371875562
307,0.2388659114
308,0.2402445603
309,0.2419828568
310,0.2435113589
311,0.2450398609
312,0.2465983336
313,0.248186777
314,0.2498351615
315,0.2511838398
316,0.2525624888
317,0.2538212552
318,0.255050051
319,0.2563987292
320,0.2579871726
321,0.2593358509
322,0.2608943236
323,0.2624228256
324,0.2639213571
325,0.265300006
326,0.2668584787
327,0.2682670982
328,0.2696757178
329,0.271593838
330,0.273212252
331,0.2746208715
332,0.2760294911
333,0.2778277288
334,0.2790864952
335,0.2805850267
336,0.2819936462
337,0.2835221483
338,0.2847209734
339,0.2860396811
340,0.2875981538
341,0.2891266559
342,0.2905952167
343,0.29218366
344,0.2936821915
345,0.2955403704
346,0.2973086375
347,0.2986573158
348,0.300095906
349,0.3017742612
350,0.3031529101
351,0.3045015884
352,0.3058502667
353,0.3071390038
354,0.3086375352
355,0.3099862135
356,0.3114547743
357,0.3124737757
358,0.3140921897
359,0.3158304861
360,0.3171192232
361,0.3182880777
362,0.3198465504
363,0.3217646706
364,0.3232632021
365,0.3248216748
366,0.3261104118
367,0.3273691782
368,0.3288677096
369,0.3301864173
370,0.3318947432
371,0.3331834802
372,0.3345321585
373,0.3360306899
374,0.3372594857
375,0.3384882815
376,0.3399268717
377,0.3414553737
378,0.3431936702
379,0.3447821135
380,0.3464005275
381,0.3479290296
382,0.3490679134
383,0.3506263861
384,0.3522148295
385,0.3539231553
386,0.3553317749
387,0.3569801594
388,0.3584786909
389,0.3597374573
390,0.3611760475
391,0.362584667
392,0.363633639
393,0.3650422586
394,0.3659114068
395,0.3669903495
396,0.3682491159
397,0.3698675298
398,0.37130612
399,0.372594857
400,0.3737337409
401,0.3751423605
402,0.3766109213
403,0.3778097464
404,0.3789486303
405,0.3801474555
406,0.3820356051
407,0.3832044596
408,0.3845831086
409,0.3859018162
410,0.387130612
411,0.3885692022
412,0.3901876161
413,0.3912665588
414,0.3925552958
415,0.3933944734
416,0.3943835042
417,0.3958820356
418,0.397140802
419,0.3984295391
420,0.3994185698
421,0.4010369838
422,0.4023856621
423,0.4036444285
424,0.4048732242
425,0.4061919319
426,0.4075106396
427,0.4087993766
428,0.4103578493
429,0.4118264101
430,0.4132350297
431,0.4148834143
432,0.4158125037
433,0.4168015345
434,0.4181202422
435,0.4192890967
436,0.4205778337
437,0.421926512
438,0.4233651022
439,0.4247737218
440,0.4263321944
441,0.4275909609
442,0.4290894923
443,0.4303182881
444,0.4315470839
445,0.432985674
446,0.4347239705
447,0.4363423845
448,0.4376011509
449,0.4389797998
450,0.4403584487
451,0.4414973326
452,0.4427261284
453,0.4442246598
454,0.4452436612
455,0.4465623689
456,0.4476413115
457,0.4488401367
458,0.4502487562
459,0.4516573758
460,0.4533657016
461,0.4549541449
462,0.4561829407
463,0.4578612959
464,0.4592699155
465,0.46043877
466,0.4618473896
467,0.463106156
468,0.4640951867
469,0.4651141881
470,0.4664328958
471,0.4677815741
472,0.4691302524
473,0.4703890188
474,0.4718276089
475,0.4726667865
476,0.4736558173
477,0.4751543487
478,0.4762033207
479,0.4772522928
480,0.4788107654
481,0.4806090032
482,0.4824971528
483,0.4838158605
484,0.48522448
485,0.4864233052
486,0.4877120422
487,0.4887010729
488,0.4903794282
489,0.4916981358
490,0.4926272253
491,0.4937661092
492,0.49475514
493,0.4956842295
494,0.4968830546
495,0.4978421147
496,0.4988311455
497,0.4999400587
498,0.5014385902
499,0.5026074447
500,0.5038062699
501,0.5051849188
502,0.5067433915
503,0.5077623929
504,0.5090811005
505,0.5099502488
506,0.5110291914
507,0.5121680753
508,0.5133669004
509,0.5144758137
510,0.5157046095
511,0.5167236109
512,0.517682671
513,0.5185518192
514,0.5197206737
515,0.520829587
516,0.5218186178
517,0.5228675898
518,0.5239165618
519,0.5252652401
520,0.5263142121
521,0.527453096
522,0.5286219505
523,0.5294910987
524,0.5302403644
525,0.531409219
526,0.5322783672
527,0.5335371336
528,0.5347059881
529,0.535844872
530,0.5369537853
531,0.5380327279
532,0.5392015824
533,0.5403104957
534,0.5416292034
535,0.5428879698
536,0.5440568243
537,0.5451657376
538,0.5460049152
539,0.5471138284
540,0.5483426242
541,0.5493016843
542,0.5502907151
543,0.5517293053
544,0.5528382185
545,0.5537972787
546,0.5549661332
547,0.5559251933
548,0.5566444884
549,0.5575735779
550,0.5585925793
551,0.559341845
552,0.5603308757
553,0.5612299946
554,0.5619792603
555,0.5631181442
556,0.564107175
557,0.5650062938
558,0.5660552658
559,0.5668045316
560,0.5677336211
561,0.5686027693
562,0.5696217707
563,0.5704909189
564,0.5716897441
565,0.572498951
566,0.5735179524
567,0.5744170713
568,0.575406102
569,0.5763951328
570,0.5773541929
571,0.5784631062
572,0.5795720194
573,0.5804411677
574,0.5816100222
575,0.5826889648
576,0.5837079662
577,0.5844872025
578,0.5853263801
579,0.5860157046
580,0.5868249116
581,0.587843913
582,0.5888629143
583,0.5897320626
584,0.5909308877
585,0.5918899479
586,0.5929089492
587,0.5941077744
588,0.5950968051
589,0.5962057184
590,0.5971348079
591,0.5982137505
592,0.5994125757
593,0.6005814302
594,0.6013306959
595,0.6023197267
596,0.6033986693
597,0.6042678175
598,0.6053167895
599,0.6062159084
600,0.6072648804
601,0.6084637056
602,0.6093328538
603,0.609962237
604,0.6109512678
605,0.612060181
606,0.6131990649
607,0.6138284481
608,0.6147575376
609,0.615776539
610,0.6168554816
611,0.6177246299
612,0.6184139543
613,0.6192231613
614,0.6201222802
615,0.6209015165
616,0.621830606
617,0.6227297249
618,0.6235689025
619,0.6245579332
620,0.6256668465
621,0.6269256129
622,0.6277048492
623,0.6286639094
624,0.6296229695
625,0.6304022058
626,0.6313912366
627,0.6322304142
628,0.6329197387
629,0.6341485344
630,0.6348078883
631,0.6355271834
632,0.636366361
633,0.6374453036
634,0.6383444225
635,0.6392435413
636,0.6401726308
637,0.6408319847
638,0.641611221
639,0.6423005455
640,0.6433794881
641,0.6444284601
642,0.6452676377
643,0.646376551
644,0.6470059342
645,0.6477551999
646,0.6486543188
647,0.6497932027
648,0.650812204
649,0.6512917341
650,0.6518911467
651,0.6525205299
652,0.653239825
653,0.6541089732
654,0.6548282683
655,0.6556374753
656,0.6568962417
657,0.6580351256
658,0.6587544207
659,0.6597434514
660,0.6605226878
661,0.6615716598
662,0.6625007493
663,0.6630701912
664,0.6639393394
665,0.6647485464
666,0.6653779296
667,0.6660372835
668,0.6667865492
669,0.6675358149
670,0.6681951687
671,0.669304082
672,0.6699334652
673,0.6705029072
674,0.6711922316
675,0.671971468
676,0.6725708805
677,0.6735898819
678,0.6746688246
679,0.6756578553
680,0.6764370917
681,0.6772462986
682,0.6779655937
683,0.6788946832
684,0.6795840077
685,0.6804231853
686,0.6812923335
687,0.6821914524
688,0.6827309237
689,0.6836899838
690,0.6843493376
691,0.6849787209
692,0.6856380747
693,0.6864472817
694,0.686986753
695,0.6879158425
696,0.6886651082
697,0.6894143739
698,0.6901036984
699,0.6908229935
700,0.6917221123
701,0.692471378
702,0.6934304382
703,0.6941497333
704,0.6950788228
705,0.6961577654
706,0.6968770605
707,0.6977462087
708,0.6985554157
709,0.6992147695
710,0.6998141821
711,0.7005035066
712,0.7011029191
713,0.7021818618
714,0.7027213331
715,0.7032608044
716,0.7038002757
717,0.7044596296
718,0.7052688365
719,0.705958161
720,0.7068572799
721,0.7079062519
722,0.7086555176
723,0.7096445483
724,0.7103638434
725,0.7109932266
726,0.7118024336
727,0.7126715818
728,0.7133908769
729,0.7141701133
730,0.7148894084
731,0.7156986154
732,0.7160582629
733,0.7167475874
734,0.7174069412
735,0.7185458251
736,0.719115267
737,0.719924474
738,0.7207636516
739,0.7216927411
740,0.7222921537
741,0.7229215369
742,0.7236708026
743,0.7242702152
744,0.7249595397
745,0.7255289816
746,0.7262482767
747,0.7266378949
748,0.7274171312
749,0.7282563088
750,0.7290355452
751,0.7297548403
752,0.7307139004
753,0.7313732542
754,0.732032608
755,0.7325121381
756,0.7330216388
757,0.7334412276
758,0.7339207577
759,0.7345501409
760,0.7351195828
761,0.7355691422
762,0.7361086136
763,0.7368578793
764,0.73736738
765,0.7379068513
766,0.7387160583
767,0.7393454415
768,0.7400047953
769,0.7405742372
770,0.7411137086
771,0.7420128274
772,0.7424923575
773,0.7431217407
774,0.7437511239
775,0.7442006833
776,0.7447701253
777,0.7454294791
778,0.7461188036
779,0.7465383924
780,0.7472876581
781,0.7476473056
782,0.7480668944
783,0.7487262483
784,0.7491758077
785,0.7497752203
786,0.750284721
787,0.7507043098
788,0.7513636636
789,0.7519630762
790,0.7525624888
791,0.7532518132
792,0.7535814901
793,0.7542708146
794,0.7550800216
795,0.755529581
796,0.7558292873
797,0.7564586705
798,0.7568782593
799,0.7574477013
800,0.7579572019
801,0.7583767907
802,0.7589762033
803,0.759485704
804,0.7603248816
805,0.7606845292
806,0.7614337949
807,0.7620931487
808,0.7629023557
809,0.7635317389
810,0.7641611221
811,0.7646406522
812,0.765300006
813,0.7661391836
814,0.7666486843
815,0.7672780675
816,0.7676676857
817,0.7681771864
818,0.7686567164
819,0.7691062758
820,0.7697956003
821,0.770305101
822,0.7707846311
823,0.7713840436
824,0.7718935443
825,0.772403045
826,0.7729125457
827,0.7735119583
828,0.774021459
829,0.7746508422
830,0.775310196
831,0.7756099023
832,0.776119403
833,0.7767188156
834,0.7772582869
835,0.7774381107
836,0.7777677876
837,0.7783072589
838,0.7788167596
839,0.7794161722
840,0.7798657316
841,0.7804951148
842,0.780884733
843,0.7812144099
844,0.7817838518
845,0.7822034406
846,0.7825031469
847,0.7829527063
848,0.7834921777
849,0.7841215609
850,0.7846610322
851,0.7851705329
852,0.7856200923
853,0.7862195049
854,0.7866990349
855,0.7872085356
856,0.7877180363
857,0.7881975664
858,0.788796979
859,0.7891865971
860,0.789845951
861,0.7902355691
862,0.7908649523
863,0.7914943356
864,0.7919139244
865,0.7922735719
866,0.7925732782
867,0.7930827789
868,0.7934424264
869,0.7939519271
870,0.7944014865
871,0.7948810166
872,0.7952706348
873,0.7960199005
874,0.7962896362
875,0.7965294012
876,0.7970688725
877,0.7974884613
878,0.7978780795
879,0.798237727
880,0.7988371396
881,0.799616376
882,0.8000659354
883,0.8004555536
884,0.8011149074
885,0.8014745549
886,0.801954085
887,0.8023736738
888,0.8026733801
889,0.8031229395
890,0.8035125577
891,0.8039920878
892,0.8044716178
893,0.8048912066
894,0.805340766
895,0.8057603549
896,0.8062099143
897,0.8067493856
898,0.8071689744
899,0.8076485045
900,0.8079482108
901,0.8084277408
902,0.8088473296
903,0.8094467422
904,0.8099862135
905,0.8104058023
906,0.8109452736
907,0.8113348918
908,0.8116945394
909,0.81220404
910,0.8128334232
911,0.8133429239
912,0.813822454
913,0.8142420428
914,0.814631661
915,0.8150512498
916,0.8153809267
917,0.8157106036
918,0.8162201043
919,0.8165198106
920,0.8167895462
921,0.8171192232
922,0.8178085476
923,0.8181681952
924,0.8185578133
925,0.8188874903
926,0.8193070791
927,0.819636756
928,0.8200863154
929,0.8205958161
930,0.8208355811
931,0.8215548762
932,0.8220044357
933,0.8224839657
934,0.8231133489
935,0.8234430258
936,0.8238925853
937,0.8243421447
938,0.8247017922
939,0.8252412636
940,0.8257807349
941,0.8262003237
942,0.8265599712
943,0.8270095307
944,0.8275789726
945,0.8279086495
946,0.828358209
947,0.8286878859
948,0.8292273572
949,0.8295270635
950,0.8299766229
951,0.8303662411
952,0.8305460649
953,0.830695918
954,0.8309956243
955,0.8312953306
956,0.8316250075
957,0.8320146257
958,0.8326140382
959,0.8328538033
960,0.8332733921
961,0.8336929809
962,0.8339926872
963,0.8342624228
964,0.8345321585
965,0.8351016004
966,0.8354013067
967,0.8358208955
968,0.8361805431
969,0.8368998382
970,0.837319427
971,0.8377390158
972,0.8379188395
973,0.8380986633
974,0.8383983696
975,0.8387280465
976,0.8391776059
977,0.8395072829
978,0.8398069892
979,0.8400167836
980,0.8403764311
981,0.8406761374
982,0.8410357849
983,0.8412455793
984,0.8417251094
985,0.8422046395
986,0.8425043457
987,0.8427141401
988,0.8429539052
989,0.8433135527
990,0.8438230534
991,0.8442126716
992,0.8445723191
993,0.844901996
994,0.8451117904
995,0.8454414674
996,0.8458310855
997,0.8460109093
998,0.8463106156
999,0.8466103219
1000,0.8470598813
1001,0.8474494995
1002,0.8477791764
1003,0.8482287358
1004,0.8485284421
1005,0.8488880897
1006,0.8493076785
1007,0.8494875022
1008,0.8499070911
1009,0.8503266799
1010,0.8508361805
1011,0.8511059162
1012,0.8514355931
1013,0.85176527
1014,0.8520649763
1015,0.8523646826
1016,0.8527842714
1017,0.8530540071
1018,0.8532638015
1019,0.8537133609
1020,0.8539231553
1021,0.8544026854
1022,0.8546424504
1023,0.8549421567
1024,0.8551819217
1025,0.8555115986
1026,0.8558712462
1027,0.8561709525
1028,0.8564107175
1029,0.8566205119
1030,0.8569501888
1031,0.857100042
1032,0.8573997482
1033,0.8576994545
1034,0.8579691902
1035,0.8582988671
1036,0.8587184559
1037,0.8590181622
1038,0.8593778097
1039,0.8599772223
1040,0.8600671342
1041,0.860246958
1042,0.860486723
1043,0.8609962237
1044,0.8613858419
1045,0.8616555775
1046,0.8619253132
1047,0.8621950489
1048,0.8624348139
1049,0.8627345202
1050,0.8631241383
1051,0.8632739915
1052,0.8636636097
1053,0.8638434334
1054,0.863963316
1055,0.8643529341
1056,0.8647125817
1057,0.8649523467
1058,0.8653119942
1059,0.8656117005
1060,0.8659114068
1061,0.8664209075
1062,0.8666606725
1063,0.8669304082
1064,0.867349997
1065,0.8677396152
1066,0.8680692921
1067,0.8684888809
1068,0.8688485284
1069,0.8691182641
1070,0.8694779116
1071,0.8697776179
1072,0.8700473536
1073,0.8702871186
1074,0.8705868249
1075,0.8707666487
1076,0.8710363843
1077,0.8712162081
1078,0.8716357969
1079,0.8717856501
1080,0.8719355032
1081,0.8721452976
1082,0.8722951508
1083,0.8724450039
1084,0.8727746808
1085,0.8731043577
1086,0.8732542109
1087,0.8736737997
1088,0.8738236528
1089,0.8741533297
1090,0.8743930948
1091,0.8748426542
1092,0.8751423605
1093,0.8753821255
1094,0.875502008
1095,0.8758316849
1096,0.8759215968
1097,0.8762213031
1098,0.8764310975
1099,0.87655098
1100,0.8768506863
1101,0.8770005395
1102,0.8774201283
1103,0.8776898639
1104,0.8778996583
1105,0.878169394
1106,0.8783192471
1107,0.8784691003
1108,0.8787088653
1109,0.8789186597
1110,0.8791284541
1111,0.879458131
1112,0.8797278667
1113,0.8800575436
1114,0.8802973086
1115,0.8805370737
1116,0.8807468681
1117,0.8810166037
1118,0.88131631
1119,0.881556075
1120,0.8817358988
1121,0.8819157226
1122,0.8822154289
1123,0.8825451058
1124,0.8827848708
1125,0.8831145477
1126,0.8833543128
1127,0.8836540191
1128,0.883983696
1129,0.8843133729
1130,0.8845531379
1131,0.8846730204
1132,0.884792903
1133,0.8850026974
1134,0.8853923155
1135,0.8855721393
1136,0.8857819337
1137,0.8860216987
1138,0.8861415813
1139,0.8864712582
1140,0.8868608763
1141,0.8871605826
1142,0.8874303183
1143,0.8875801714
1144,0.8880297309
1145,0.8883594078
1146,0.8885991728
1147,0.888749026
1148,0.8888389378
1149,0.8891086735
1150,0.8895282623
1151,0.8898279686
1152,0.8899178805
1153,0.8902475574
1154,0.8904573518
1155,0.8905772343
1156,0.8908169993
1157,0.8911766469
1158,0.8914763532
1159,0.8916561769
1160,0.8919558832
1161,0.8920757657
1162,0.8922855602
1163,0.8924953546
1164,0.8927351196
1165,0.8930348259
1166,0.8931547084
1167,0.8934843853
1168,0.8935742972
1169,0.8938440328
1170,0.8940538272
1171,0.8942036804
1172,0.8943535335
1173,0.8945633279
1174,0.894803093
1175,0.8949229755
1176,0.8952526524
1177,0.8955523587
1178,0.8957621531
1179,0.8960019181
1180,0.8961517713
1181,0.8964215069
1182,0.896661272
1183,0.8968410957
1184,0.8970209195
1185,0.8973206258
1186,0.8974704789
1187,0.8977701852
1188,0.8980698915
1189,0.8982796859
1190,0.8984894803
1191,0.8987292453
1192,0.8989390397
1193,0.8990589223
1194,0.8992986873
1195,0.8994485404
1196,0.8996583348
1197,0.8998381586
1198,0.8999880117
1199,0.9001978061
1200,0.9004975124
1201,0.9006473656
1202,0.90085716
1203,0.9009470719
1204,0.9011268956
1205,0.90133669
1206,0.9015464844
1207,0.9016363963
1208,0.9018162201
1209,0.9020559851
1210,0.9022957502
1211,0.9024456033
1212,0.9025654858
1213,0.902715339
1214,0.9030150453
1215,0.9031049571
1216,0.9033746928
1217,0.9036444285
1218,0.9038542229
1219,0.904004076
1220,0.904243841
1221,0.9044236648
1222,0.9045435473
1223,0.9047233711
1224,0.9048732242
1225,0.9050830186
1226,0.9054726368
1227,0.90562249
1228,0.905862255
1229,0.9060720494
1230,0.9061619613
1231,0.9064017263
1232,0.9065216088
1233,0.9066115207
1234,0.9068812564
1235,0.9070311095
1236,0.9072708745
1237,0.9075106396
1238,0.9077504046
1239,0.9078702871
1240,0.9082599053
1241,0.9083498172
1242,0.9085895822
1243,0.9087394354
1244,0.9089792004
1245,0.9091590242
1246,0.9093987892
1247,0.9096085836
1248,0.9097884074
1249,0.9099382605
1250,0.9102079962
1251,0.9103578493
1252,0.9105376731
1253,0.9107474675
1254,0.9108973206
1255,0.9110771444
1256,0.9111370857
1257,0.9113768507
1258,0.9116166157
1259,0.911916322
1260,0.9120661751
1261,0.9122759695
1262,0.9126356171
1263,0.9129353234
1264,0.913205059
1265,0.9133549122
1266,0.9135047653
1267,0.9135946772
1268,0.9138644129
1269,0.9139842954
1270,0.9141641192
1271,0.9143439429
1272,0.9146136786
1273,0.9148534436
1274,0.915063238
1275,0.9151831205
1276,0.9154228856
1277,0.91563268
1278,0.9158125037
1279,0.9159923275
1280,0.9162620632
1281,0.9163819457
1282,0.916441887
1283,0.9165617695
1284,0.9167715639
1285,0.9168914464
1286,0.9169813583
1287,0.9171012408
1289,0.9171911527
1290,0.9173410058
1291,0.9175208296
1292,0.9176407121
1293,0.9178205359
1294,0.9179104478
1295,0.9180603009
1296,0.9181801834
1297,0.9183000659
1298,0.9184499191
1299,0.918539831
1300,0.9186896841
1301,0.9188695079
1302,0.9190493317
1303,0.9192591261
1304,0.9193790086
1305,0.9194689205
1306,0.9196487442
1307,0.9197985974
1308,0.9199484505
1309,0.9200383624
1310,0.9202481568
1311,0.9203680393
1312,0.9204279806
1313,0.9205478631
1314,0.9207576575
1315,0.9209974225
1316,0.9212072169
1317,0.9214170113
1318,0.9215968351
1319,0.9217167176
1320,0.9218366001
1321,0.9219564826
1322,0.9221063358
1323,0.9223161302
1324,0.922495954
1325,0.9226757777
1326,0.9227956603
1327,0.9228855721
1328,0.9230054547
1329,0.9231253372
1330,0.9231852784
1331,0.9233351316
1332,0.9236348379
1333,0.9237547204
1334,0.9238446323
1335,0.9239944854
1336,0.9242042798
1337,0.9243541329
1338,0.9244140742
1339,0.924593898
1340,0.924833663
1341,0.9250134868
1342,0.9251933106
1343,0.9253131931
1344,0.9253731343
1345,0.925403105
1346,0.9254930168
1347,0.9256128994
1348,0.9258526644
1349,0.9260025175
1350,0.9260924294
1351,0.9261224
1352,0.9262123119
1354,0.9264221063
1355,0.9265120182
1356,0.926691842
1357,0.9268716658
1358,0.9271114308
1359,0.9272313133
1360,0.9272612839
1361,0.9274710783
1362,0.9275909609
1363,0.9278307259
1365,0.927980579
1366,0.9281004615
1367,0.9282203441
1368,0.9284001678
1369,0.9286099622
1370,0.9287298448
1371,0.9289096685
1372,0.9289696098
1373,0.929029551
1374,0.9292093748
1375,0.929359228
1376,0.929598993
1377,0.9296289636
1378,0.9298687286
1379,0.930078523
1380,0.9301984056
1381,0.9302883174
1382,0.9304681412
1383,0.9307079063
1384,0.9308277888
1385,0.9309177007
1386,0.9309776419
1388,0.9310975244
1389,0.9311874363
1390,0.9313372895
1391,0.9314272013
1392,0.9315171132
1393,0.9316669664
1394,0.9317568783
1395,0.9318767608
1396,0.9319666727
1397,0.9322064377
1398,0.9323862615
1399,0.9324761734
1400,0.9326260265
1401,0.932745909
1402,0.9328957622
1403,0.932985674
1404,0.9330755859
1405,0.933315351
1406,0.9334052628
1407,0.9335251454
1408,0.9336150572
1409,0.933794881
1410,0.9338847929
1411,0.9339447342
1412,0.9340646167
1413,0.9341545286
1415,0.9342144698
1416,0.9342744111
1417,0.9343343523
1418,0.934364323
1419,0.9345441467
1420,0.9345741174
1421,0.9346939999
1422,0.9348138824
1423,0.9349637355
1424,0.9350236768
1425,0.9350836181
1426,0.9352334712
1427,0.9352934125
1428,0.9354732362
1429,0.9355331775
1430,0.9355931187
1431,0.9357429719
1432,0.9358328838
1433,0.9359227957
1434,0.9360426782
1435,0.9361625607
1436,0.9363124138
1437,0.9364322963
1438,0.9364922376
1439,0.9365821495
1440,0.9366720614
1441,0.9367919439
1442,0.9369717677
1443,0.9371815621
1444,0.9372115327
1445,0.9373613858
1446,0.9374512977
1447,0.937511239
1448,0.9375711802
1449,0.937751004
1450,0.9379607984
1451,0.9380507103
1452,0.9380806809
1453,0.9382305341
1454,0.9385002697
1455,0.9386501229
1456,0.9386800935
1457,0.938799976
1458,0.9389198585
1459,0.9389797998
1460,0.9390996823
1461,0.9391296529
1462,0.9391895942
1463,0.9393094767
1464,0.9394293592
1465,0.9395492417
1466,0.9397290655
1467,0.9398189774
1468,0.939848948
1469,0.9398789187
1470,0.9399688305
1471,0.9401786249
1472,0.9403884193
1473,0.9405382725
1474,0.940658155
1475,0.9407480669
1476,0.9408379788
1477,0.9409278907
1478,0.9409878319
1479,0.9411376851
1480,0.9412575676
1481,0.9413175088
1482,0.9416172151
1483,0.9417670683
1484,0.9418270095
1485,0.9419169214
1486,0.941946892
1487,0.9420068333
1488,0.9420368039
1489,0.9421267158
1490,0.9421566864
1491,0.9421866571
1492,0.9423065396
1493,0.9424264221
1494,0.9425762753
1495,0.9426961578
1496,0.9428160403
1497,0.9429359228
1498,0.9431157466
1499,0.9432655997
1500,0.9433854822
1501,0.9434454235
1502,0.9435053647
1503,0.9436851885
1504,0.943805071
1505,0.9439549242
1506,0.9440748067
1507,0.9441647186
1508,0.9442546305
1509,0.9443145717
1510,0.9444044836
1511,0.9444943955
1513,0.9445543367
1514,0.944614278
1515,0.9447341605
1516,0.9449739256
1517,0.9450938081
1518,0.94518372
