score,total_user
994,0.6998546921
995,0.7002447715
996,0.7006831081
997,0.7011495948
998,0.7015597813
999,0.7019592441
1000,0.7024069641
1001,0.7028251935
1002,0.7032501253
1003,0.7036683548
1004,0.7041080319
1005,0.704483366
1006,0.7049082978
1007,0.7052997177
1008,0.7056790732
1009,0.7060999836
1010,0.7065141917
1011,0.7069230377
1012,0.7073479696
1013,0.7077581561
1014,0.7081602998
1015,0.7085463578
1016,0.7088881799
1017,0.7092675355
1018,0.7096549339
1019,0.7100838872
1020,0.7104686046
1021,0.7109136437
1022,0.711337235
1023,0.7117447406
1024,0.7121120319
1025,0.7125235589
1026,0.7129310645
1027,0.7133385701
1028,0.7137112233
1029,0.7141053241
1030,0.714465913
1031,0.7148425876
1032,0.7152460717
1033,0.7156053201
1034,0.7160007614
1035,0.7163935217
1036,0.7167661749
1037,0.7171455304
1038,0.7175168431
1039,0.7179230082
1040,0.7183278329
1041,0.7187085289
1042,0.7190436487
1043,0.7194095994
1044,0.7197902955
1045,0.7201910987
1046,0.7205972638
1047,0.7209484693
1048,0.7213063772
1049,0.7216951161
1050,0.7220878764
1051,0.7224524867
1052,0.7228331828
1053,0.7232018145
1054,0.7235342533
1055,0.7238881397
1056,0.7243063692
1057,0.7246656175
1058,0.7250034182
1059,0.7253546237
1060,0.7257862579
1061,0.7261575706
1062,0.7265329047
1063,0.7268881317
1064,0.7272688277
1065,0.7276535452
1066,0.7280101126
1067,0.7283532752
1068,0.7287326307
1069,0.7290891982
1070,0.7294631918
1071,0.7298398664
1072,0.7301991147
1073,0.730535575
1074,0.7308894614
1075,0.731235305
1076,0.7316146606
1077,0.7320033995
1078,0.732380074
1079,0.7327205557
1080,0.7330690802
1081,0.7334283286
1082,0.7337862365
1083,0.734137442
1084,0.7344792641
1085,0.7348519173
1086,0.7352058037
1087,0.7355677331
1088,0.7359001718
1089,0.7362848893
1090,0.7366320734
1091,0.7369873003
1092,0.7373358248
1093,0.7376856899
1094,0.7380382358
1095,0.7383626317
1096,0.7387151777
1097,0.7390623618
1098,0.7394135673
1099,0.7397393036
1100,0.7401052544
1101,0.7404457361
1102,0.7407902392
1103,0.7411521685
1104,0.741472543
1105,0.7418157056
1106,0.7421307181
1107,0.7424631569
1108,0.7427888933
1109,0.7431414393
1110,0.7434752186
1111,0.7438264241
1112,0.7441400961
1113,0.7444738754
1114,0.7447701213
1115,0.7451012196
1116,0.7454336584
1117,0.7457620757
1118,0.7460824502
1119,0.7464296342
1120,0.746764754
1121,0.7470958523
1122,0.7474242696
1123,0.7477258774
1124,0.7480703805
1125,0.7483920955
1126,0.7487312366
1127,0.7490636754
1128,0.7493840499
1129,0.7497030839
1130,0.7500100536
1131,0.7503062994
1132,0.7506642073
1133,0.7510006676
1134,0.7513478516
1135,0.7516668856
1136,0.7520100482
1137,0.7523277417
1138,0.7526105828
1139,0.752947043
1140,0.7532928866
1141,0.7535904729
1142,0.753906826
1143,0.7542204981
1144,0.7545408725
1145,0.7548545446
1146,0.7551481095
1147,0.7554591006
1148,0.7557446227
1149,0.7560515924
1150,0.7563773287
1151,0.7566923413
1152,0.7569885872
1153,0.7573089616
1154,0.7576105694
1155,0.7579054748
1156,0.7582003802
1157,0.7584952855
1158,0.7587794671
1159,0.7590381795
1160,0.7593572135
1161,0.7596561403
1162,0.759999303
1163,0.7603022512
1164,0.7606186042
1165,0.7609336168
1166,0.7612137769
1167,0.7615073418
1168,0.7618196734
1169,0.7620797263
1170,0.7623451412
1171,0.7626239608
1172,0.7629041209
1173,0.7632124311
1174,0.7634952721
1175,0.7638035823
1176,0.7641400425
1177,0.7644322669
1178,0.7647070651
1179,0.7649644371
1180,0.7652660449
1181,0.7655636312
1182,0.7658746223
1183,0.7661869539
1184,0.7664550497
1185,0.7667405717
1186,0.76707167
1187,0.767329042
1188,0.7676132236
1189,0.7679322576
1190,0.7682298439
1191,0.7685234088
1192,0.7687888236
1193,0.769081048
1194,0.769400082
1195,0.7696949874
1196,0.769979169
1197,0.7702512862
1198,0.770519382
1199,0.7707727325
1200,0.7710488712
1201,0.7713263503
1202,0.7715917652
1203,0.7718612014
1204,0.7721359996
1205,0.772397393
1206,0.7726668293
1207,0.7729670966
1208,0.7732405543
1209,0.7735394811
1210,0.773835727
1211,0.7741132061
1212,0.7743826424
1213,0.7746453763
1214,0.774949665
1215,0.7752191013
1216,0.7755059638
1217,0.7757928263
1218,0.776032772
1219,0.7762807606
1220,0.7765555588
1221,0.7768196332
1222,0.7770971123
1223,0.7773518033
1224,0.7776198991
1225,0.777882633
1226,0.778170836
1227,0.778425527
1228,0.7786909418
1229,0.7789389305
1230,0.7791815572
1231,0.7794711006
1232,0.7797177487
1233,0.7799751207
1234,0.780211045
1235,0.7805019289
1236,0.78075662
1237,0.7810139919
1238,0.7812713639
1239,0.7815340978
1240,0.7818316841
1241,0.7821265895
1242,0.7824013877
1243,0.7826788668
1244,0.782956346
1245,0.7832298037
1246,0.7835086233
1247,0.7837968263
1248,0.784070284
1249,0.7843906585
1250,0.7846507114
1251,0.7849456168
1252,0.7852284578
1253,0.7855233632
1254,0.7858008424
1255,0.7861024501
1256,0.7863866317
1257,0.7866801966
1258,0.7869992306
1259,0.7872981574
1260,0.7875903818
1261,0.7878785848
1262,0.7881828735
1263,0.7884831408
1264,0.7887673223
1265,0.7890836754
1266,0.7893490902
1267,0.7896225479
1268,0.789905389
1269,0.790162761
1270,0.7904053877
1271,0.7906868882
1272,0.7909375578
1273,0.7911842059
1274,0.7914523017
1275,0.7917163761
1276,0.7919750885
1277,0.7922887606
1278,0.792583666
1279,0.7928490808
1280,0.7931386243
1281,0.7934254868
1282,0.793669454
1283,0.7939254855
1284,0.794212348
1285,0.7945072533
1286,0.7947686467
1287,0.7950541688
1288,0.7952820502
1289,0.7955581889
1290,0.7958008155
1291,0.7960501446
1292,0.796280707
1293,0.7965193123
1294,0.7968101962
1295,0.7971158254
1296,0.7973611331
1297,0.7976305694
1298,0.7978866008
1299,0.798133249
1300,0.7984026852
1301,0.7987029525
1302,0.7989683674
1303,0.7992150155
1304,0.799473728
1305,0.7997029499
1306,0.7999656837
1307,0.8002605891
1308,0.8005300254
1309,0.8007967807
1310,0.8010823027
1311,0.8013705057
1312,0.8016077705
1313,0.801832971
1314,0.8020930239
1315,0.8023879293
1316,0.8026667489
1317,0.8029200994
1318,0.8031975786
1319,0.8034442267
1320,0.8037096415
1321,0.8039536087
1322,0.8042257259
1323,0.8044737145
1324,0.8047377889
1325,0.8049710322
1326,0.8052217018
1327,0.8054388594
1328,0.8057364457
1329,0.8059790724
1330,0.8062404658
1331,0.8064763901
1332,0.8067766574
1333,0.8070072198
1334,0.8072605703
1335,0.8075326876
1336,0.8077927405
1337,0.8080313458
1338,0.8082552058
1339,0.808524642
1340,0.8088222284
1341,0.8091023885
1342,0.8093329508
1343,0.8095581513
1344,0.8097887137
1345,0.8100031903
1346,0.8102645837
1347,0.8104710175
1348,0.810693537
1349,0.8109616328
1350,0.8111841523
1351,0.8114147147
1352,0.8116640438
1353,0.8118986276
1354,0.8121479567
1355,0.8123959453
1356,0.8126600197
1357,0.8129093488
1358,0.8131050587
1359,0.8133450044
1360,0.8135970145
1361,0.8138342793
1362,0.8140661821
1363,0.8143114898
1364,0.8145420522
1365,0.8147846789
1366,0.8150326675
1367,0.8152779751
1368,0.8155474114
1369,0.8157994214
1370,0.8160018338
1371,0.8162444605
1372,0.8164656395
1373,0.8166921804
1374,0.8169200619
1375,0.8171626886
1376,0.8174133581
1377,0.8176653682
1378,0.8179321235
1379,0.8181801121
1380,0.8184213983
1381,0.8186318535
1382,0.8188691183
1383,0.8191157664
1384,0.8193490098
1385,0.8195661674
1386,0.8198315822
1387,0.8200675065
1388,0.8202846641
1389,0.8205259503
1390,0.8207310436
1391,0.8209723298
1392,0.8212028922
1393,0.8214213903
1394,0.8216532932
1395,0.8218691103
1396,0.8220996727
1397,0.8223396184
1398,0.8225500736
1399,0.8227967217
1400,0.8230232627
1401,0.8232940394
1402,0.8235192399
1403,0.8237444404
1404,0.8239321074
1405,0.8241546269
1406,0.824373125
1407,0.8245768778
1408,0.8247833116
1409,0.8249924263
1410,0.8252189672
1411,0.8254535511
1412,0.8256921563
1413,0.8259052925
1414,0.8261063643
1415,0.8263047552
1416,0.8265232533
1417,0.8267363894
1418,0.8269267375
1419,0.8271385331
1420,0.8273422859
1421,0.8275768698
1422,0.8277833035
1423,0.8280299517
1424,0.8282511307
1425,0.8284575645
1426,0.8286908078
1427,0.8289066249
1428,0.8290969729
1429,0.8293395996
1430,0.8295540763
1431,0.8297658719
1432,0.8299656033
1433,0.8301559513
1434,0.8303757899
1435,0.8306023308
1436,0.8308101051
1437,0.8310580937
1438,0.8312779322
1439,0.8315031327
1440,0.8317511213
1441,0.8319481717
1442,0.8321492436
1443,0.8323677416
1444,0.8325956231
1445,0.8328074187
1446,0.8330232359
1447,0.8332497768
1448,0.8334481677
1449,0.8336800706
1450,0.8338811424
1451,0.8340915976
1452,0.8342873075
1453,0.8345138485
1454,0.8347269846
1455,0.8349401208
1456,0.8351492355
1457,0.8353462859
1458,0.8355567411
1459,0.8357631749
1460,0.835978992
1461,0.8361787234
1462,0.8363905191
1463,0.8365755052
1464,0.8367913223
1465,0.8369816703
1466,0.8371894445
1467,0.8374133045
1468,0.8376277812
1469,0.837859684
1470,0.8380339463
1471,0.838245742
1472,0.8384615591
1473,0.8386478857
1474,0.8388663837
1475,0.8390929247
1476,0.8392805917
1477,0.8394803231
1478,0.839678714
1479,0.8398744239
1480,0.8400728148
1481,0.8402631628
1482,0.8404642347
1483,0.840663966
1484,0.8408435902
1485,0.8410312573
1486,0.8412189243
1487,0.8414199962
1488,0.8415969394
1489,0.8417926493
1490,0.841976295
1491,0.8421800478
1492,0.8423824601
1493,0.8425647652
1494,0.8427899657
1495,0.8429870161
1496,0.8431961308
1497,0.8433543074
1498,0.8435768269
1499,0.8438033678
1500,0.8439682467
1501,0.8441518924
1502,0.8443140903
1503,0.8445352693
1504,0.8447403626
1505,0.8449132844
1506,0.8450821848
1507,0.8452577875
1508,0.8454561784
